,state,date,R,CI_lower,CI_upper
1065,West Bengal,5/2/20,1.818804395,1.525422349,2.11218644
1066,West Bengal,5/3/20,6.071993147,5.147195192,6.996791102
1067,West Bengal,5/4/20,,,
1068,West Bengal,5/5/20,,,
1069,West Bengal,5/6/20,,,
1070,West Bengal,5/7/20,,,
1071,West Bengal,5/8/20,2.097741372,1.914074107,2.281408636
1072,West Bengal,5/9/20,1.222915046,0.278491196,2.167338897
1073,West Bengal,5/10/20,0.81157443,0,1.62314886
1074,West Bengal,5/11/20,0.621933866,0.110323172,1.13354456
1075,West Bengal,5/12/20,,,
1076,West Bengal,5/13/20,,,
1077,West Bengal,5/14/20,,,
1078,West Bengal,5/15/20,,,
1079,West Bengal,5/16/20,2.374436098,1.926156479,2.822715717
1080,West Bengal,5/17/20,2.062689318,1.731032663,2.394345974
1081,West Bengal,5/18/20,3.38302641,2.906419252,3.859633569
1082,West Bengal,5/19/20,2.95702822,2.029761761,3.884294679
1083,West Bengal,5/20/20,1.94260804,1.293295547,2.591920534
1084,West Bengal,5/21/20,0.99151131,0.777811535,1.205211084
1085,West Bengal,5/22/20,0.696198564,0.488232058,0.904165071
1086,West Bengal,5/23/20,1.135657547,0.653728537,1.617586558
1087,West Bengal,5/24/20,2.001200926,1.646843781,2.35555807
1088,West Bengal,5/25/20,1.973176536,1.013440561,2.932912511
1089,West Bengal,5/26/20,1.176656164,0.222445833,2.130866495
1090,West Bengal,5/27/20,1.157284684,0.938886107,1.37568326
1091,West Bengal,5/28/20,1.751140935,1.419420108,2.082861763
1092,West Bengal,5/29/20,2.318400936,1.387375597,3.249426274
1093,West Bengal,5/30/20,1.328796734,1.029393731,1.628199737
1094,West Bengal,5/31/20,1.303155916,0.700115402,1.90619643
1095,West Bengal,6/1/20,0.132658275,0,0.265316549
1096,West Bengal,6/2/20,1.54379003,1.407008739,1.680571321
1097,West Bengal,6/3/20,1.565953225,1.43693349,1.694972959
1098,West Bengal,6/4/20,1.134802125,0.657558519,1.612045732
1099,West Bengal,6/5/20,1.616549301,1.049818396,2.183280206
1100,West Bengal,6/6/20,1.012478784,0.865549609,1.15940796
1101,West Bengal,6/7/20,1.580891919,0.761726853,2.400056985
1102,West Bengal,6/8/20,1.367278619,0.854920359,1.879636879
1103,West Bengal,6/9/20,0.803012635,0.306664321,1.299360949
1104,West Bengal,6/10/20,0.630566936,0,1.261133871
1105,West Bengal,6/11/20,0.71852156,0.588574206,0.848468915
1106,West Bengal,6/12/20,1.039622712,0.79945606,1.279789363
1107,West Bengal,6/13/20,0.530449843,0.499928417,0.560971269
1108,West Bengal,6/14/20,,,
1109,West Bengal,6/15/20,,,
1110,West Bengal,6/16/20,,,
1111,West Bengal,6/17/20,,,
1112,West Bengal,6/18/20,,,
1113,Kerala,2/14/20,,,
1114,Kerala,3/10/20,,,
1115,Kerala,3/13/20,,,
1116,Kerala,3/16/20,,,
1117,Kerala,3/19/20,,,
1118,Kerala,3/20/20,,,
1119,Kerala,3/21/20,2.485315387,2.223436989,2.747193785
1120,Kerala,3/22/20,2.746118722,2.634973512,2.857263932
1121,Kerala,3/23/20,4.420807738,3.579519331,5.262096146
1122,Kerala,3/24/20,1.867759875,1.705877415,2.029642335
1123,Kerala,3/25/20,0.916472958,0.403962701,1.428983215
1124,Kerala,3/26/20,0,0,0
1125,Kerala,3/27/20,1.246238243,0.980711251,1.511765234
1126,Kerala,3/28/20,,,
1127,Kerala,3/29/20,,,
1128,Kerala,3/30/20,,,
1129,Kerala,3/31/20,,,
1130,Kerala,4/1/20,0.981816178,0.374314726,1.589317629
1131,Kerala,4/2/20,1.787922098,0.833839637,2.742004559
1132,Kerala,4/3/20,,,
1133,Kerala,4/4/20,,,
1134,Kerala,4/5/20,,,
1135,Kerala,4/6/20,,,
1136,Kerala,4/7/20,1.862809833,1.066325742,2.659293925
1137,Kerala,4/8/20,1.385054111,0.454040807,2.316067415
1138,Kerala,4/9/20,1.712017345,0.997729238,2.426305451
1139,Kerala,4/10/20,0.727534382,0,1.455068764
1140,Kerala,4/11/20,1.482540448,0.554648576,2.41043232
1141,Kerala,4/12/20,0,0,0
1142,Kerala,4/13/20,0,0,0
1143,Kerala,4/14/20,0.584225248,0,1.168450497
1144,Kerala,4/15/20,0,0,0
1145,Kerala,4/16/20,1.703456824,1.614105619,1.792808029
1146,Kerala,4/17/20,0,0,0
1147,Kerala,4/18/20,0.306852819,0,0.613705639
1148,Kerala,4/19/20,1.413339287,0.433830157,2.392848416
1149,Kerala,4/20/20,1.19242291,1.088989049,1.295856772
1150,Kerala,4/21/20,4.147171533,3.984681486,4.30966158
1151,Kerala,4/22/20,3.137246811,2.645260842,3.62923278
1152,Kerala,4/23/20,2.912505814,2.412385468,3.412626161
1153,Kerala,4/24/20,0,0,0
1154,Kerala,4/25/20,0,0,0
1155,Kerala,4/26/20,0.821662528,0.707625387,0.935699669
1156,Kerala,4/27/20,,,
1157,Kerala,4/28/20,,,
1158,Kerala,4/29/20,,,
1159,Kerala,4/30/20,,,
1160,Kerala,5/1/20,,,
1161,Kerala,5/2/20,,,
1162,Kerala,5/3/20,,,
1163,Kerala,5/4/20,,,
1164,Kerala,5/5/20,,,
1165,Kerala,5/6/20,,,
1166,Kerala,5/7/20,,,
1167,Kerala,5/8/20,,,
1168,Kerala,5/9/20,,,
1169,Kerala,5/10/20,,,
1170,Kerala,5/11/20,,,
1171,Kerala,5/12/20,3.288499655,3.125940433,3.451058876
1172,Kerala,5/13/20,2.903331245,2.351139003,3.455523487
1173,Kerala,5/14/20,2.063926853,1.736160741,2.391692964
1174,Kerala,5/15/20,2.589706725,2.009315531,3.170097919
1175,Kerala,5/16/20,1.624154309,1.440356625,1.807951993
1176,Kerala,5/17/20,0.847040719,0.310776497,1.383304941
1177,Kerala,5/18/20,1.165035918,0.992434301,1.337637535
1178,Kerala,5/19/20,1.423010768,1.317550654,1.528470882
1179,Kerala,5/20/20,1.92145349,0.922568607,2.920338374
1180,Kerala,5/21/20,0.922102967,0.457288521,1.386917414
1181,Kerala,5/22/20,1.440106852,0.666979861,2.213233844
1182,Kerala,5/23/20,3.449365662,3.077687934,3.821043391
1183,Kerala,5/24/20,3.219302026,2.454946414,3.983657638
1184,Kerala,5/25/20,2.137888306,2.024296348,2.251480264
1185,Kerala,5/26/20,0.879893512,0.304527618,1.455259405
1186,Kerala,5/27/20,0,0,0
1187,Kerala,5/28/20,1.359847676,1.203843033,1.515852319
1188,Kerala,5/29/20,1.671925784,0.845451933,2.498399635
1189,Kerala,5/30/20,1.090110037,0.278785484,1.901434589
1190,Kerala,5/31/20,0.988823906,0.19252475,1.785123063
1191,Kerala,6/1/20,0,0,0
1192,Kerala,6/2/20,1.151548388,0.450754296,1.85234248
1193,Kerala,6/3/20,1.390802082,1.303186715,1.478417448
1194,Kerala,6/4/20,2.470383364,1.993190224,2.947576504
1195,Kerala,6/5/20,2.760144527,2.384243555,3.136045499
1196,Kerala,6/6/20,1.297554966,0.384958676,2.210151255
1197,Kerala,6/7/20,0.606939198,0,1.213878396
1198,Kerala,6/8/20,0,0,0
1199,Kerala,6/9/20,0.25748967,0,0.51497934
1200,Kerala,6/10/20,0,0,0
1201,Kerala,6/11/20,0,0,0
1202,Kerala,6/12/20,0.038718283,0,0.077436566
1203,Kerala,6/13/20,1.303948516,0.668145364,1.939751668
1204,Kerala,6/14/20,,,
1205,Kerala,6/15/20,,,
1206,Kerala,6/16/20,,,
1207,Kerala,6/17/20,,,
1208,Kerala,6/18/20,0.6099581,0,1.2199162
1209,Delhi,3/5/20,,,
1210,Delhi,3/9/20,,,
1211,Delhi,3/12/20,,,
1212,Delhi,3/13/20,,,
1213,Delhi,3/15/20,,,
1214,Delhi,3/17/20,,,
1215,Delhi,3/18/20,,,
1216,Delhi,3/19/20,,,
1217,Delhi,3/20/20,3.197224577,2.975835985,3.41861317
1218,Delhi,3/21/20,3.148642703,2.598810172,3.698475234
1219,Delhi,3/22/20,1.42364893,1.077045965,1.770251896
1220,Delhi,3/23/20,0,0,0
1221,Delhi,3/24/20,0,0,0
1222,Delhi,3/25/20,0.663527763,0,1.327055527
1223,Delhi,3/26/20,1.458145366,1.288274387,1.628016345
1224,Delhi,3/27/20,1.693147181,1.663912639,1.722381722
1225,Delhi,3/28/20,3.085652802,2.654017757,3.517287847
1226,Delhi,3/29/20,3.624668592,2.850993636,4.398343549
1227,Delhi,3/30/20,5.093475752,4.978499589,5.208451916
1228,Delhi,3/31/20,3.260025479,3.088681065,3.431369892
1229,Delhi,4/1/20,2.268511325,1.911513723,2.625508928
1230,Delhi,4/2/20,2.936695713,2.103702339,3.769689088
1231,Delhi,4/3/20,3.220356506,2.989671008,3.451042003
1232,Delhi,4/4/20,2.475475023,2.248448584,2.702501463
1233,Delhi,4/5/20,1.159095885,0.62945181,1.688739959
1234,Delhi,4/6/20,0,0,0
1235,Delhi,4/7/20,0,0,0
1236,Delhi,4/8/20,1.39075336,1.30982696,1.47167976
1237,Delhi,4/9/20,1.592161142,0.803152805,2.381169479
1238,Delhi,4/10/20,3.118443699,2.393773527,3.843113872
1239,Delhi,4/11/20,2.518605485,1.799152192,3.238058779
1240,Delhi,4/12/20,1.500132841,1.149064104,1.851201579
1241,Delhi,4/13/20,2.55968765,2.531333422,2.588041878
1242,Delhi,4/14/20,0.103810951,0,0.207621902
1243,Delhi,4/15/20,0,0,0
1244,Delhi,4/16/20,0,0,0
1245,Delhi,4/17/20,0,0,0
1246,Delhi,4/18/20,2.979660679,2.028450234,3.930871123
1247,Delhi,4/19/20,3.416573166,3.352742865,3.480403468
1248,Delhi,4/20/20,1.477468315,1.262238572,1.692698058
1249,Delhi,4/21/20,0.678276571,0.403324574,0.953228568
1250,Delhi,4/22/20,0.104545777,0,0.209091554
1251,Delhi,4/23/20,1.234089773,0.84332711,1.624852437
1252,Delhi,4/24/20,1.837815934,1.517176635,2.158455232
1253,Delhi,4/25/20,1.594774642,1.554047104,1.63550218
1254,Delhi,4/26/20,2.087134001,1.207282501,2.966985501
1255,Delhi,4/27/20,1.77145327,0.799181785,2.743724755
1256,Delhi,4/28/20,0,0,0
1257,Delhi,4/29/20,0,0,0
1258,Delhi,4/30/20,0,0,0
1259,Delhi,5/1/20,2.076809184,1.841855294,2.311763074
1260,Delhi,5/2/20,5.220248086,4.711537861,5.728958311
1261,Delhi,5/3/20,2.787130204,2.052707121,3.521553286
1262,Delhi,5/4/20,2.759224151,2.234227707,3.284220594
1263,Delhi,5/5/20,1.111704342,0.167891663,2.055517021
1264,Delhi,5/6/20,0.868943051,0.014925155,1.722960946
1265,Delhi,5/7/20,0,0,0
1266,Delhi,5/8/20,0.339870881,0.298637378,0.381104385
1267,Delhi,5/9/20,1.103207477,0.333057108,1.873357846
1268,Delhi,5/10/20,1.599093635,1.113174626,2.085012643
1269,Delhi,5/11/20,2.601303824,1.971127497,3.231480152
1270,Delhi,5/12/20,0,0,0
1271,Delhi,5/13/20,,,
1272,Delhi,5/14/20,,,
1273,Delhi,5/15/20,,,
1274,Delhi,5/16/20,,,
1275,Delhi,5/17/20,,,
1276,Delhi,5/18/20,,,
1277,Delhi,5/19/20,2.654555897,1.992365054,3.31674674
1278,Delhi,5/20/20,2.523432875,2.364844023,2.682021728
1279,Delhi,5/21/20,2.847808907,1.970698656,3.724919158
1280,Delhi,5/22/20,5.243478626,5.038967504,5.447989747
1281,Delhi,5/23/20,1.52905651,0.782569829,2.275543192
1282,Delhi,5/24/20,1.969532472,1.794685829,2.144379116
1283,Delhi,5/25/20,1.565429676,0.942717888,2.188141464
1284,Delhi,5/26/20,0.961811296,0.091704011,1.831918582
1285,Delhi,5/27/20,1.886505914,1.233297021,2.539714807
1286,Delhi,5/28/20,2.427658898,1.956803506,2.89851429
1287,Delhi,5/29/20,2.18934905,1.781277181,2.59742092
1288,Delhi,5/30/20,2.623569438,2.344531287,2.902607589
1289,Delhi,5/31/20,1.66146369,1.306758593,2.016168787
1290,Delhi,6/1/20,0.958065228,0.396768863,1.519361593
1291,Delhi,6/2/20,0.97568061,0.288054182,1.663307038
1292,Delhi,6/3/20,1.190018262,0.944618623,1.435417902
1293,Delhi,6/4/20,1.409257991,0.575006625,2.243509357
1294,Delhi,6/5/20,1.362365099,0.412091741,2.312638457
1295,Delhi,6/6/20,1.03326623,0.456919859,1.609612602
1296,Delhi,6/7/20,0.724237948,0.606187718,0.842288178
1297,Delhi,6/8/20,0.527317567,0.366606042,0.688029092
1298,Delhi,6/9/20,0.737470741,0.451417503,1.023523978
1299,Delhi,6/10/20,1.085198364,0.164256986,2.006139743
1300,Delhi,6/11/20,1.649470206,0.923396278,2.375544134
1301,Delhi,6/12/20,2.046029915,1.211172565,2.880887265
1302,Delhi,6/13/20,0.678307122,0.186455919,1.170158324
1303,Delhi,6/14/20,0.772586188,0.242517449,1.302654927
1304,Delhi,6/15/20,0.695511881,0.622503632,0.76852013
1305,Delhi,6/16/20,1.308157505,0.71376566,1.902549351
1306,Delhi,6/17/20,1.986542699,1.646322169,2.326763229
1307,Delhi,6/18/20,,,
1308,Ladakh,3/7/20,,,
1309,Ladakh,3/11/20,,,
1310,Ladakh,3/17/20,,,
1311,Ladakh,3/20/20,,,
1312,Ladakh,3/21/20,1.238682289,0.628229318,1.849135261
1313,Ladakh,4/3/20,0.898835556,0.115794049,1.681877063
1314,Ladakh,4/10/20,0.69504189,0.477785176,0.912298604
1315,Ladakh,4/13/20,0.877684867,0.42247672,1.332893013
1316,Ladakh,4/15/20,0.840748317,0.641762606,1.039734029
1317,Ladakh,4/25/20,1.156551933,0.32194162,1.991162247
1318,Ladakh,4/28/20,1.160086666,0.913491974,1.406681359
1319,Ladakh,4/29/20,,,
1320,Ladakh,5/2/20,,,
1321,Ladakh,5/3/20,,,
1322,Ladakh,5/8/20,,,
1323,Ladakh,5/10/20,,,
1324,Ladakh,5/11/20,,,
1325,Ladakh,5/13/20,,,
1326,Ladakh,5/15/20,,,
1327,Ladakh,5/18/20,,,
1328,Ladakh,5/20/20,,,
1329,Ladakh,5/22/20,,,
1330,Ladakh,5/23/20,,,
1331,Ladakh,5/24/20,2.470425101,1.946136127,2.994714075
1332,Ladakh,5/25/20,1.332276844,0.676987447,1.987566242
1333,Ladakh,5/27/20,0,0,0
1334,Ladakh,5/28/20,2.050632911,1.074857026,3.026408796
1335,Ladakh,5/30/20,1.884720097,1.303526494,2.465913701
1336,Ladakh,5/31/20,,,
1337,Ladakh,6/2/20,,,
1338,Ladakh,6/3/20,,,
1339,Ladakh,6/4/20,,,
1340,Ladakh,6/5/20,0.65342641,0.568533736,0.738319084
1341,Ladakh,6/6/20,,,
1342,Ladakh,6/7/20,,,
1343,Ladakh,6/9/20,,,
1344,Ladakh,6/10/20,,,
1345,Ladakh,6/11/20,,,
1346,Ladakh,6/12/20,3.869948927,2.923232518,4.816665336
1347,Ladakh,6/13/20,5.914943264,5.436756399,6.393130129
1348,Ladakh,6/14/20,4.891186657,4.310091448,5.472281867
1349,Ladakh,6/15/20,0,0,0
1350,Ladakh,6/16/20,0,0,0
1351,Ladakh,6/17/20,0,0,0
1352,Ladakh,6/18/20,,,
1353,Haryana,3/4/20,,,
1354,Haryana,3/17/20,,,
1355,Haryana,3/18/20,,,
1356,Haryana,3/20/20,,,
1357,Haryana,3/21/20,0.981759285,0.850535621,1.112982948
1358,Haryana,3/23/20,2.304748598,1.711113398,2.898383797
1359,Haryana,3/24/20,1.494511698,0.903670011,2.085353386
1360,Haryana,3/25/20,0.662079056,0.56699106,0.757167053
1361,Haryana,3/26/20,0,0,0
1362,Haryana,3/27/20,0,0,0
1363,Haryana,3/28/20,1,0.216404071,1.783595929
1364,Haryana,3/29/20,,,
1365,Haryana,3/30/20,,,
1366,Haryana,3/31/20,,,
1367,Haryana,4/2/20,,,
1368,Haryana,4/3/20,3.120149237,2.131414041,4.108884434
1369,Haryana,4/4/20,3.470579549,2.936088305,4.005070793
1370,Haryana,4/5/20,1.476039054,0.625957084,2.326121025
1371,Haryana,4/6/20,2.00124025,1.512365011,2.49011549
1372,Haryana,4/7/20,2.168100852,2.074910664,2.261291039
1373,Haryana,4/8/20,1.772331338,1.730109931,1.814552746
1374,Haryana,4/9/20,0.398013598,0.113936755,0.682090441
1375,Haryana,4/10/20,0,0,0
1376,Haryana,4/11/20,0,0,0
1377,Haryana,4/12/20,0.594534892,0.516328817,0.672740967
1378,Haryana,4/13/20,0.391802338,0.204327161,0.579277515
1379,Haryana,4/14/20,0,0,0
1380,Haryana,4/15/20,0.65342641,0,1.306852819
1381,Haryana,4/16/20,1.521186285,1.293043396,1.749329175
1382,Haryana,4/17/20,3.931815588,3.201566152,4.662065023
1383,Haryana,4/18/20,2.647918433,2.540874257,2.754962609
1384,Haryana,4/19/20,1.998276941,1.10678839,2.889765492
1385,Haryana,4/20/20,0,0,0
1386,Haryana,4/21/20,0,0,0
1387,Haryana,4/22/20,0.247961302,0,0.495922603
1388,Haryana,4/23/20,1,0.593605581,1.406394419
1389,Haryana,4/24/20,2.812170466,1.916524278,3.707816655
1390,Haryana,4/25/20,1.804718956,1.181294876,2.428143036
1391,Haryana,4/26/20,1.34657359,0.930555611,1.76259157
1392,Haryana,4/27/20,,,
1393,Haryana,4/28/20,,,
1394,Haryana,4/29/20,,,
1395,Haryana,4/30/20,,,
1396,Haryana,5/1/20,,,
1397,Haryana,5/2/20,4.035945898,3.300764666,4.77112713
1398,Haryana,5/3/20,4.449987546,3.450189742,5.449785349
1399,Haryana,5/4/20,3.170287964,2.252357278,4.08821865
1400,Haryana,5/5/20,2.552976143,2.48903607,2.616916216
1401,Haryana,5/6/20,1.492439274,1.318499345,1.666379204
1402,Haryana,5/7/20,0.060444877,0,0.120889753
1403,Haryana,5/8/20,0,0,0
1404,Haryana,5/9/20,0,0,0
1405,Haryana,5/10/20,0,0,0
1406,Haryana,5/11/20,,,
1407,Haryana,5/12/20,,,
1408,Haryana,5/13/20,,,
1409,Haryana,5/14/20,,,
1410,Haryana,5/15/20,,,
1411,Haryana,5/16/20,,,
1412,Haryana,5/17/20,,,
1413,Haryana,5/18/20,,,
1414,Haryana,5/19/20,,,
1415,Haryana,5/20/20,,,
1416,Haryana,5/21/20,,,
1417,Haryana,5/22/20,,,
1418,Haryana,5/23/20,,,
1419,Haryana,5/24/20,,,
1420,Haryana,5/25/20,,,
1421,Haryana,5/26/20,,,
1422,Haryana,5/27/20,,,
1423,Haryana,5/28/20,,,
1424,Haryana,5/29/20,2.275346555,1.76546761,2.785225499
1425,Haryana,5/30/20,2.315858579,1.872952048,2.758765111
1426,Haryana,5/31/20,1.799690237,1.376837461,2.222543012
1427,Haryana,6/1/20,1.903760469,1.134650655,2.672870284
1428,Haryana,6/2/20,1.778833394,1.758915481,1.798751308
1429,Haryana,6/3/20,2.068073682,1.963155674,2.172991691
1430,Haryana,6/4/20,2.212309789,1.695841523,2.728778055
1431,Haryana,6/5/20,0.909985324,0.475338683,1.344631964
1432,Haryana,6/6/20,0.912270754,0.743266663,1.081274845
1433,Haryana,6/7/20,1.041296634,0.466797956,1.615795312
1434,Haryana,6/8/20,0.582652001,0,1.165304003
1435,Haryana,6/9/20,0.783021853,0.25214495,1.313898756
1436,Haryana,6/10/20,,,
1437,Haryana,6/11/20,,,
1438,Haryana,6/12/20,,,
1439,Haryana,6/13/20,,,
1440,Haryana,6/14/20,0.366885418,0,0.733770835
1441,Haryana,6/15/20,,,
1442,Haryana,6/16/20,,,
1443,Haryana,6/17/20,,,
1444,Haryana,6/18/20,,,
1445,Odisha,3/19/20,,,
1446,Odisha,3/26/20,,,
1447,Odisha,3/27/20,,,
1448,Odisha,3/31/20,,,
1449,Odisha,4/1/20,1,0.093594717,1.906405283
1450,Odisha,4/3/20,2.177413131,1.94576478,2.409061482
1451,Odisha,4/4/20,1.767746191,1.046470283,2.489022099
1452,Odisha,4/5/20,3.331427994,2.956382764,3.706473224
1453,Odisha,4/6/20,1.439866875,0.910147697,1.969586052
1454,Odisha,4/7/20,,,
1455,Odisha,4/9/20,,,
1456,Odisha,4/10/20,,,
1457,Odisha,4/11/20,,,
1458,Odisha,4/13/20,,,
1459,Odisha,4/14/20,0.523079084,0,1.046158168
1460,Odisha,4/18/20,0.487065948,0,0.974131896
1461,Odisha,4/20/20,1.415875466,0.744127927,2.087623005
1462,Odisha,4/21/20,1.801921353,1.583176726,2.02066598
1463,Odisha,4/22/20,1.236939838,1.214290503,1.259589173
1464,Odisha,4/23/20,2.309240595,1.687152693,2.931328497
1465,Odisha,4/24/20,0.135649333,0,0.271298667
1466,Odisha,4/25/20,1.293893332,1.243161534,1.344625131
1467,Odisha,4/26/20,0.712317928,0.086514129,1.338121726
1468,Odisha,4/27/20,1.517777076,1.035033789,2.000520364
1469,Odisha,4/28/20,,,
1470,Odisha,4/29/20,,,
1471,Odisha,4/30/20,,,
1472,Odisha,5/1/20,,,
1473,Odisha,5/2/20,,,
1474,Odisha,5/3/20,,,
1475,Odisha,5/4/20,,,
1476,Odisha,5/5/20,,,
1477,Odisha,5/6/20,,,
1478,Odisha,5/7/20,2.603522171,2.046630033,3.160414309
1479,Odisha,5/8/20,3.275632461,2.809942506,3.741322416
1480,Odisha,5/9/20,3.692916261,3.224481713,4.161350809
1481,Odisha,5/10/20,1.80593095,1.116946233,2.494915668
1482,Odisha,5/11/20,1.13299949,0.278654289,1.987344691
1483,Odisha,5/12/20,,,
1484,Odisha,5/13/20,,,
1485,Odisha,5/14/20,,,
1486,Odisha,5/15/20,,,
1487,Odisha,5/16/20,,,
1488,Odisha,5/17/20,,,
1489,Odisha,5/18/20,,,
1490,Odisha,5/19/20,,,
1491,Odisha,5/20/20,,,
1492,Odisha,5/21/20,,,
1493,Odisha,5/22/20,,,
1494,Odisha,5/23/20,,,
1495,Odisha,5/24/20,,,
1496,Odisha,5/25/20,0,0,0
1497,Odisha,5/26/20,,,
1498,Odisha,5/27/20,,,
1499,Odisha,5/28/20,,,
1500,Odisha,5/29/20,,,
1501,Odisha,5/30/20,,,
1502,Odisha,5/31/20,,,
1503,Odisha,6/1/20,,,
1504,Odisha,6/2/20,2.283382472,1.785894068,2.780870876
1505,Odisha,6/3/20,1.886040478,1.830993113,1.941087843
1506,Odisha,6/4/20,0.418746814,0.382170521,0.455323108
1507,Odisha,6/5/20,0,0,0
1508,Odisha,6/6/20,0,0,0
1509,Odisha,6/7/20,,,
1510,Odisha,6/8/20,,,
1511,Odisha,6/9/20,,,
1512,Odisha,6/10/20,,,
1513,Odisha,6/11/20,,,
1514,Odisha,6/12/20,,,
1515,Odisha,6/13/20,,,
1516,Odisha,6/14/20,,,
1517,Odisha,6/15/20,,,
1518,Odisha,6/16/20,,,
1519,Odisha,6/17/20,,,
1520,Odisha,6/18/20,,,
1521,Odisha,6/19/20,,,
1522,Chandigarh,3/19/20,,,
1523,Chandigarh,3/20/20,,,
1524,Chandigarh,3/22/20,,,
1525,Chandigarh,3/23/20,,,
1526,Chandigarh,3/27/20,0.606978403,0.184965898,1.028990907
1527,Chandigarh,3/30/20,1.22340162,1.213321913,1.233481327
1528,Chandigarh,3/31/20,1.653522737,1.64714452,1.659900955
1529,Chandigarh,4/1/20,1.589611534,0.999130369,2.1800927
1530,Chandigarh,4/2/20,1.066509948,0.263856558,1.869163337
1531,Chandigarh,4/10/20,0.474996879,0,0.949993758
1532,Chandigarh,4/12/20,0.944101034,0.4569286,1.431273468
1533,Chandigarh,4/18/20,1.088690092,1.088377094,1.08900309
1534,Chandigarh,4/19/20,1.300640566,0.630750137,1.970530995
1535,Chandigarh,4/21/20,1.106085695,0.918761648,1.293409741
1536,Chandigarh,4/25/20,0.691934586,0.546986855,0.836882318
1537,Chandigarh,4/26/20,1.297596534,1.033927095,1.561265972
1538,Chandigarh,4/27/20,1.784704103,1.525212939,2.044195268
1539,Chandigarh,4/28/20,2.883176705,2.725127213,3.041226198
1540,Chandigarh,4/29/20,3.644133515,3.461538132,3.826728899
1541,Chandigarh,4/30/20,0.673837407,0.158274313,1.189400501
1542,Chandigarh,5/1/20,1.047604072,0.062413608,2.032794536
1543,Chandigarh,5/2/20,0.28861798,0,0.577235959
1544,Chandigarh,5/3/20,0,0,0
1545,Chandigarh,5/4/20,0,0,0
1546,Chandigarh,5/5/20,0.938743203,0.615548361,1.261938044
1547,Chandigarh,5/6/20,2.070033082,1.993024446,2.147041717
1548,Chandigarh,5/7/20,2.960160904,2.299476528,3.620845281
1549,Chandigarh,5/8/20,1.986313769,1.68347433,2.289153207
1550,Chandigarh,5/9/20,1.50909252,0.696018299,2.32216674
1551,Chandigarh,5/10/20,0.788092877,0,1.576185753
1552,Chandigarh,5/11/20,0,0,0
1553,Chandigarh,5/12/20,0,0,0
1554,Chandigarh,5/13/20,0,0,0
1555,Chandigarh,5/14/20,,,
1556,Chandigarh,5/15/20,,,
1557,Chandigarh,5/16/20,,,
1558,Chandigarh,5/18/20,,,
1559,Chandigarh,5/19/20,,,
1560,Chandigarh,5/20/20,,,
1561,Chandigarh,5/21/20,,,
1562,Chandigarh,5/22/20,,,
1563,Chandigarh,5/23/20,,,
1564,Chandigarh,5/24/20,,,
1565,Chandigarh,5/25/20,,,
1566,Chandigarh,5/26/20,,,
1567,Chandigarh,5/27/20,,,
1568,Chandigarh,5/28/20,,,
1569,Chandigarh,5/30/20,,,
1570,Chandigarh,5/31/20,,,
1571,Chandigarh,6/1/20,,,
1572,Chandigarh,6/2/20,,,
1573,Chandigarh,6/4/20,,,
1574,Chandigarh,6/5/20,,,
1575,Chandigarh,6/6/20,,,
1576,Chandigarh,6/7/20,,,
1577,Chandigarh,6/8/20,,,
1578,Chandigarh,6/9/20,,,
1579,Chandigarh,6/10/20,,,
1580,Chandigarh,6/11/20,,,
1581,Chandigarh,6/12/20,,,
1582,Chandigarh,6/13/20,,,
1583,Chandigarh,6/14/20,0,0,0
1584,Chandigarh,6/15/20,,,
1585,Chandigarh,6/16/20,,,
1586,Chandigarh,6/17/20,,,
1587,Chandigarh,6/18/20,,,
1588,Karnataka,3/13/20,,,
1589,Karnataka,3/19/20,,,
1590,Karnataka,3/20/20,,,
1591,Karnataka,3/21/20,,,
1592,Karnataka,3/22/20,,,
1593,Karnataka,3/23/20,,,
1594,Karnataka,3/24/20,,,
1595,Karnataka,3/25/20,,,
1596,Karnataka,3/26/20,,,
1597,Karnataka,3/27/20,,,
1598,Karnataka,3/28/20,,,
1599,Karnataka,3/29/20,,,
1600,Karnataka,3/30/20,,,
1601,Karnataka,3/31/20,,,
1602,Karnataka,4/1/20,1.780532164,1.460282759,2.100781569
1603,Karnataka,4/2/20,3.071567363,2.887134355,3.256000372
1604,Karnataka,4/3/20,0.981816178,0.339322775,1.624309581
1605,Karnataka,4/4/20,1.338491122,1.226610569,1.450371675
1606,Karnataka,4/5/20,0.957421096,0.287606675,1.627235517
1607,Karnataka,4/6/20,0.247961302,0.08295454,0.412968064
1608,Karnataka,4/7/20,0.849947704,0,1.699895408
1609,Karnataka,4/8/20,0,0,0
1610,Karnataka,4/9/20,1.916290732,1.488495498,2.344085965
1611,Karnataka,4/10/20,2.360236361,1.627341699,3.093131022
1612,Karnataka,4/11/20,1.182321557,0.683562005,1.681081109
1613,Karnataka,4/12/20,0,0,0
1614,Karnataka,4/13/20,0,0,0
1615,Karnataka,4/14/20,1.71429837,1.656710189,1.771886552
1616,Karnataka,4/15/20,3.32219545,2.483378946,4.161011953
1617,Karnataka,4/16/20,4.236945348,3.871227089,4.602663607
1618,Karnataka,4/17/20,3.214032883,3.097304035,3.33076173
1619,Karnataka,4/18/20,2.076345314,1.917331586,2.235359042
1620,Karnataka,4/19/20,0,0,0
1621,Karnataka,4/20/20,0,0,0
1622,Karnataka,4/21/20,0,0,0
